First_Name,Last_Name,Season,Position,Team_End_Season,Shot,Shot2,height_in,weight_lbs,Signing Age,Length,AAV,Expiry_Age,Expiry Status,next_length,next_aav,pred_length,pred_AAV,GP,G,A,P,PIM,GF_pct,CF_pct,TOI_5x5,TOI_PP,TOI_PK,EVO_GAR,EVD_GAR,PPO_GAR,SHD_GAR,Take_GAR,Draw_GAR,Cap_Ceiling,AAV_pct_cap,Next_Cap_Ceiling,next_AAV_pct_cap,pred_AAV_pct_cap,Team,Draft_Position_Raw,Undrafted
Mason,Appleton,2025,Center,WPG,0,Right,74,196,26,3,"$2,166,667",29,UFA,2,"$2,900,000",2,"$2,542,186",71,10,12,22,22,53,50,13.57,0.22,0.73,0.6,-2.7,0.1,0.3,0.4,-0.3,"$88,000,000",2.5%,"$95,500,000",3.0%,2.7%,WPG,168,0
Nick,Bjugstad,2025,Center,UTA,0,Right,78,205,30,2,"$2,100,000",32,UFA,2,"$1,750,000",2,"$1,591,680",66,8,11,19,16,49,51,11.47,0.67,0.05,2.4,-1.2,-0.8,0,0.3,0,"$88,000,000",2.4%,"$95,500,000",1.8%,1.7%,UTA,19,0
Morgan,Frost,2025,Center,PHI,1,Left,72,192,24,2,"$2,100,000",26,RFA+ARB,2,"$4,375,000",2,"$4,175,847",81,14,23,37,22,44,50,12.73,2.45,0.02,-0.7,3.6,0.6,0,0.2,-0.4,"$88,000,000",2.4%,"$95,500,000",4.6%,4.4%,CGY/PHI,27,0
Ryan,McLeod,2025,Center,BUF,1,Left,75,205,23,2,"$2,100,000",25,RFA+ARB,4,"$5,000,000",4,"$4,951,250",79,20,33,53,16,52,49,13.18,0.43,2.25,8.2,-0.1,-0.2,2.7,1.5,-0.4,"$88,000,000",2.4%,"$95,500,000",5.2%,5.2%,BUF,40,0
Morgan,Geekie,2025,Center,BOS,0,Right,75,212,24,2,"$2,000,000",26,RFA+ARB,6,"$5,500,000",5,"$5,525,377",77,33,24,57,22,58,51,14.62,1.73,0.03,12.9,2.5,1,0,0.8,-0.5,"$88,000,000",2.3%,"$95,500,000",5.8%,5.8%,BOS,67,0
Nico,Sturm,2025,Center,SJ,1,Left,75,209,27,3,"$2,000,000",30,UFA,2,"$2,000,000",2,"$1,593,516",62,7,7,14,20,43,48,9.08,0.05,1.2,1.7,-1,0,-0.7,0.4,-0.3,"$88,000,000",2.3%,"$95,500,000",2.1%,1.7%,FLA/S.J,250,1
Marcus,Johansson,2025,Center,MIN,1,Left,71,203,32,2,"$2,000,000",34,UFA,1,"$800,000",1,"$1,605,618",72,11,23,34,12,46,48,14.38,1.27,0.12,-1.4,1.4,0.4,0.1,1.5,-0.3,"$88,000,000",2.3%,"$95,500,000",0.8%,1.7%,MIN,24,0
Vladislav,Namestnikov,2025,Center,WPG,1,Left,72,181,30,2,"$2,000,000",32,UFA,2,"$3,000,000",2,"$2,707,012",78,11,27,38,38,58,52,12.73,1.22,0.7,2.4,0.2,2.6,-0.1,0.2,-0.1,"$88,000,000",2.3%,"$95,500,000",3.1%,2.8%,WPG,27,0
Ryan,Donato,2025,Center,CHI,1,Left,72,190,27,2,"$2,000,000",29,UFA,4,"$4,000,000",4,"$4,006,269",80,31,31,62,41,47,45,13.8,1.78,0.03,8.7,-4.1,1.6,0,0.7,-0.3,"$88,000,000",2.3%,"$95,500,000",4.2%,4.2%,CHI,56,0
Brett,Howden,2025,Center,VGK,1,Left,74,201,25,2,"$1,900,000",27,UFA,5,"$2,500,000",4,"$3,137,385",80,23,17,40,46,51,50,13.33,0.1,1.03,6.5,-1.2,-0.1,-0.7,0,0.1,"$88,000,000",2.2%,"$95,500,000",2.6%,3.3%,VGK,27,0
John,Klingberg,2025,Defenseman,EDM,0,Right,73,185,32,1,"$1,755,056",33,UFA,1,"$4,000,000",1,"$3,383,848",11,1,3,4,8,47,49,16.47,0.22,0.18,1.3,-1.1,0,0,-0.4,-0.2,"$88,000,000",2.0%,"$95,500,000",4.2%,3.5%,EDM,131,0
Jake,Evans,2025,Center,MTL,0,Right,72,185,25,3,"$1,700,000",28,UFA,4,"$2,850,000",4,"$2,802,711",82,13,23,36,10,41,48,12.12,0.03,2.67,2.8,-1.7,0,-1.1,2.1,1.7,"$88,000,000",1.9%,"$95,500,000",3.0%,2.9%,MTL,207,0
Pius,Suter,2025,Center,VAN,1,Left,71,174,27,2,"$1,600,000",29,UFA,2,"$4,125,000",3,"$4,077,693",81,25,21,46,18,51,49,13.02,1.3,2.17,6.2,3.6,-0.7,0.8,1.1,-1.5,"$88,000,000",1.8%,"$95,500,000",4.3%,4.3%,VAN,250,1
Cam,York,2025,Defenseman,PHI,1,Left,72,194,22,2,"$1,600,000",24,RFA+ARB,5,"$5,150,000",5,"$4,987,019",66,4,13,17,26,43,48,18.1,0.15,1.85,-0.9,6,-0.2,-1.6,0.5,-0.3,"$88,000,000",1.8%,"$95,500,000",5.4%,5.2%,PHI,14,0
Jack,McBain,2025,Center,UTA,1,Left,76,218,23,2,"$1,599,999",25,RFA+ARB,5,"$4,250,000",3,"$3,848,871",82,13,14,27,78,57,51,11.6,0.3,1.42,3.3,-0.4,0.6,-0.1,-0.2,-0.8,"$88,000,000",1.8%,"$95,500,000",4.5%,4.0%,UTA,63,0
Isac,Lundestrom,2025,Center,ANA,1,Left,73,192,24,1,"$1,500,000",25,UFA no QO,2,"$1,300,000",2,"$1,166,300",79,4,11,15,10,35,42,10.55,0.03,2.38,-3.5,2.3,0.1,-4.8,1.3,-0.4,"$88,000,000",1.7%,"$95,500,000",1.4%,1.2%,ANA,23,0
Derek,Forbort,2025,Defenseman,VAN,1,Left,76,216,32,1,"$1,500,000",33,UFA,1,"$2,000,000",1,"$1,855,733",54,2,9,11,45,42,47,14.53,0.05,2.07,-5,4.5,0,2.6,0.3,-0.1,"$88,000,000",1.7%,"$95,500,000",2.1%,1.9%,VAN,15,0
Brandon,Saad,2025,Winger,VGK,1,Left,73,205,32,1,"$1,500,000",33,UFA,1,"$2,000,000",1,"$2,162,038",72,13,17,30,6,46,51,13.15,0.7,0.55,1.8,1.4,0.9,0.3,1.7,-0.1,"$88,000,000",1.7%,"$95,500,000",2.1%,2.3%,STL/VGK,43,0
Fabian,Zetterlund,2025,Winger,SJ,0,Right,71,220,23,2,"$1,450,000",25,RFA+ARB,3,"$4,275,000",2,"$4,212,223",84,19,22,41,14,57,45,13.78,1.73,0.03,7.5,-0.6,0.6,-0.1,1.5,1,"$88,000,000",1.6%,"$95,500,000",4.5%,4.4%,OTT/S.J,63,0
Dylan,Samberg,2025,Defenseman,WPG,1,Left,76,216,24,2,"$1,400,000",26,RFA+ARB,3,"$5,750,000",5,"$5,761,272",60,6,14,20,26,61,52,18.1,0.1,2.35,11.2,4.3,0.1,2.4,1.2,-0.3,"$88,000,000",1.6%,"$95,500,000",6.0%,6.0%,WPG,43,0
Jordan,Harris,2025,Defenseman,CBJ,1,Left,72,190,22,2,"$1,400,000",24,UFA no QO,1,"$825,000",2,"$953,040",33,1,4,5,6,48,42,11.13,0.1,0.07,-0.6,-0.8,0,0,0.2,0.4,"$88,000,000",1.6%,"$95,500,000",0.9%,1.0%,CBJ,71,0
Keegan,Kolesar,2025,Winger,VGK,0,Right,74,214,25,3,"$1,400,000",28,UFA,3,"$2,500,000",3,"$2,551,348",82,12,18,30,53,49,51,12.6,0,0.47,1.3,0,0,0.5,0.6,-0.3,"$88,000,000",1.6%,"$95,500,000",2.6%,2.7%,VGK,69,0
Nathan,Bastian,2025,Winger,NJ,0,Right,76,216,25,2,"$1,350,000",27,UFA,1,"$775,000",2,"$1,031,329",59,4,6,10,31,39,49,9.95,0.13,0.67,-3,3.2,0.2,0.9,-0.1,-0.1,"$88,000,000",1.5%,"$95,500,000",0.8%,1.1%,N.J,41,0
Morgan,Barron,2025,Center,WPG,1,Left,76,220,24,2,"$1,350,000",26,RFA+ARB,2,"$1,850,000",2,"$1,800,564",74,8,7,15,16,57,51,9.05,0.05,1.15,-0.6,1.1,0.1,-0.6,0.3,0.6,"$88,000,000",1.5%,"$95,500,000",1.9%,1.9%,WPG,174,0
Nic,Dowd,2025,Center,WSH,0,Right,74,196,31,3,"$1,300,000",34,UFA,2,"$3,000,000",2,"$2,857,775",82,14,13,27,56,48,49,12.17,0.03,2.42,1.9,3.3,0,0.7,-0.5,0.3,"$88,000,000",1.5%,"$95,500,000",3.1%,3.0%,WSH,198,0
Mike,Reilly,2025,Defenseman,NYI,1,Left,74,192,30,1,"$1,250,000",31,UFA,1,"$1,100,000",1,"$997,869",18,0,2,2,2,42,56,13.25,1.58,0.08,-2.2,0.2,-0.7,0,0.3,0.1,"$88,000,000",1.4%,"$95,500,000",1.2%,1.0%,NYI,98,0
Anthony,Beauvillier,2025,Center,WSH,1,Left,71,181,27,1,"$1,250,000",28,UFA,2,"$2,750,000",2,"$2,436,462",81,15,10,25,14,50,52,12.27,0.17,0.22,4.3,3.5,-0.1,0.3,1,0.9,"$88,000,000",1.4%,"$95,500,000",2.9%,2.6%,PIT/WSH,28,0
Alexei,Toropchenko,2025,Winger,STL,1,Left,78,223,24,2,"$1,250,000",26,RFA+ARB,1,"$1,700,000",1,"$1,813,121",80,4,14,18,25,51,46,11.07,0.07,1.13,-0.7,2.1,0,0.8,0.5,-0.2,"$88,000,000",1.4%,"$95,500,000",1.8%,1.9%,STL,113,0
Nils,Lundkvist,2025,Defenseman,DAL,0,Right,73,194,23,1,"$1,250,000",24,RFA+ARB,1,"$1,250,000",1,"$1,164,966",39,0,5,5,20,55,53,14.53,0.18,0.05,-1.7,1.9,-0.1,0,-0.7,-0.2,"$88,000,000",1.4%,"$95,500,000",1.3%,1.2%,DAL,28,0
Sam,Steel,2025,Center,DAL,1,Left,72,185,26,1,"$1,200,000",27,UFA,2,"$2,100,000",2,"$1,933,483",79,6,19,25,31,40,52,11.72,0.15,1.88,-5.3,2.1,0,0.8,0.2,1.4,"$88,000,000",1.4%,"$95,500,000",2.2%,2.0%,DAL,30,0
Connor,Dewar,2025,Center,TOR,1,Left,70,183,25,1,"$1,180,000",26,UFA no QO,1,"$1,100,000",1,"$1,020,216",48,4,6,10,14,40,45,9.88,0.02,1.55,-1.5,-0.8,0,-0.6,1,0.1,"$88,000,000",1.3%,"$95,500,000",1.2%,1.1%,PIT/TOR,92,0
Corey,Perry,2025,Winger,EDM,0,Right,75,207,39,1,"$1,400,000",40,UFA,1,"$4,000,000",1,"$3,827,287",81,19,11,30,61,56,54,10.25,1.25,0,4.6,-0.9,1.9,0,0.3,1.1,"$88,000,000",1.6%,"$95,500,000",4.2%,4.0%,EDM,28,0
Nick,Perbix,2025,Defenseman,TB,0,Right,76,205,24,2,"$1,125,000",26,UFA,2,"$2,750,000",2,"$2,228,529",74,6,13,19,20,52,52,14.15,0.02,0.27,4.5,2,0,-0.4,0.6,-0.3,"$88,000,000",1.3%,"$95,500,000",2.9%,2.3%,T.B,169,0
Urho,Vaakanainen,2025,Defenseman,NYR,1,Left,74,205,25,1,"$1,100,000",26,RFA+ARB,2,"$1,550,000",2,"$1,659,104",51,2,14,16,18,54,46,15.43,0.02,0.85,0.9,1.9,0,-1.1,0.3,0.4,"$88,000,000",1.3%,"$95,500,000",1.6%,1.7%,ANA/NYR,18,0
Conor,Timmins,2025,Defenseman,TOR,0,Right,75,214,24,2,"$1,100,000",26,RFA+ARB,2,"$2,200,000",2,"$2,003,139",68,3,12,15,30,56,52,14.72,0.23,1.58,0.1,1.5,-0.4,0.5,-0.2,0,"$88,000,000",1.3%,"$95,500,000",2.3%,2.1%,PIT/TOR,32,0
Mathieu,Olivier,2025,Winger,CBJ,0,Right,73,231,26,2,"$1,100,000",28,UFA,6,"$3,000,000",4,"$3,027,408",82,18,14,32,139,46,44,12.95,0.22,0.88,2.9,1.6,-0.4,-0.4,-0.8,-0.9,"$88,000,000",1.3%,"$95,500,000",3.1%,3.2%,CBJ,250,1
Nils,Hoglander,2025,Winger,VAN,1,Left,69,185,22,2,"$1,100,000",24,RFA+ARB,3,"$3,000,000",2,"$2,543,284",72,8,17,25,30,58,50,11.37,0.63,0,5,2.7,-0.2,0,-0.5,1.3,"$88,000,000",1.3%,"$95,500,000",3.1%,2.7%,VAN,40,0
Justin,Danforth,2025,Winger,CBJ,0,Right,68,194,30,1,"$1,100,000",31,UFA,2,"$1,800,000",2,"$1,541,806",61,9,12,21,18,44,48,11.93,0.37,1.58,1.2,0.1,0,-2.4,0.2,-1.1,"$88,000,000",1.3%,"$95,500,000",1.9%,1.6%,CBJ,250,1
Travis,Hamonic,2025,Defenseman,OTT,0,Right,73,205,32,2,"$1,100,000",34,UFA,1,"$1,000,000",1,"$916,327",59,1,6,7,19,32,47,15.05,0.05,1.48,-8,-2.4,0,-0.2,1.3,-0.4,"$88,000,000",1.3%,"$95,500,000",1.0%,1.0%,OTT,53,0
Victor,Olofsson,2025,Winger,VGK,1,Left,71,181,28,1,"$1,075,000",29,UFA,1,"$1,575,000",1,"$1,675,555",56,15,14,29,16,68,54,12.85,1.32,0,4.4,4.6,2.3,0,-0.2,-0.5,"$88,000,000",1.2%,"$95,500,000",1.6%,1.8%,VGK,181,0
Kevin,Bahl,2025,Defenseman,CGY,1,Left,78,229,23,2,"$1,050,000",25,RFA+ARB,6,"$5,350,000",6,"$5,432,143",73,3,17,20,35,44,48,18.1,0.1,2.37,0.4,0.6,0.1,-2.2,1.3,-0.6,"$88,000,000",1.2%,"$95,500,000",5.6%,5.7%,CGY,55,0
Logan,O'Connor,2025,Winger,COL,0,Right,72,174,25,3,"$1,050,000",28,UFA,6,"$2,500,000",4,"$2,452,280",80,10,11,21,26,40,53,11.83,0.05,1.87,-2.6,6.5,0.1,2.7,1.7,1,"$88,000,000",1.2%,"$95,500,000",2.6%,2.6%,COL,250,1
Taylor,Raddysh,2025,Winger,WSH,0,Right,75,198,26,1,"$1,000,000",27,UFA,2,"$1,500,000",2,"$1,679,527",80,7,20,27,18,45,51,11.72,0.52,0.02,3.6,0.6,0.4,0,0.4,0.2,"$88,000,000",1.1%,"$95,500,000",1.6%,1.8%,WSH,58,0
Declan,Chisholm,2025,Defenseman,MIN,1,Left,73,190,24,1,"$1,000,000",25,RFA+ARB,2,"$1,600,000",2,"$1,620,853",66,2,10,12,10,45,51,15.65,0.85,0.17,-2.4,6.4,1,0.4,1.2,-0.9,"$88,000,000",1.1%,"$95,500,000",1.7%,1.7%,MIN,150,0
Brendan,Smith,2025,Defenseman,DAL,1,Left,74,201,35,1,"$1,000,000",36,UFA,1,"$800,000",1,"$733,350",32,1,5,6,33,35,50,12.15,0.05,0.92,-1.5,-1.5,0,0.4,-0.6,1.7,"$88,000,000",1.1%,"$95,500,000",0.8%,0.8%,DAL,27,0
Connor,Brown,2025,Winger,EDM,0,Right,72,183,30,1,"$1,000,000",31,UFA,4,"$3,000,000",3,"$2,652,599",82,13,17,30,10,52,49,11.93,0.18,1.53,3,2.3,0.6,0.7,1.4,-1.6,"$88,000,000",1.1%,"$95,500,000",3.1%,2.8%,EDM,156,0
Curtis,Lazar,2025,Center,NJ,0,Right,72,203,27,3,"$1,000,000",30,UFA,1,"$775,000",1,"$780,423",48,2,3,5,14,33,42,9.4,0.1,0.9,-2.5,-0.8,0,-1.6,-0.2,0.3,"$88,000,000",1.1%,"$95,500,000",0.8%,0.8%,N.J,17,0
Kasperi,Kapanen,2025,Center,STL,0,Right,73,194,27,1,"$1,000,000",28,UFA,1,"$1,300,000",1,"$1,039,350",67,6,8,14,16,32,51,10.88,0.28,0.65,-3.1,-0.5,-0.1,0.5,0.9,0.5,"$88,000,000",1.1%,"$95,500,000",1.4%,1.1%,EDM/STL,22,0
Pierre-Olivier,Joseph,2025,Defenseman,STL,1,Left,74,185,25,1,"$950,000",26,UFA no QO,1,"$775,000",1,"$713,344",47,0,3,3,45,28,51,13.88,0.03,0.95,-5.6,-2.3,0,-0.5,-1.1,0.1,"$88,000,000",1.1%,"$95,500,000",0.8%,0.7%,PIT/STL,23,0
Ty,Emberson,2025,Defenseman,EDM,0,Right,74,194,24,1,"$950,000",25,RFA+ARB,2,"$1,300,000",2,"$1,492,004",76,2,11,13,18,43,50,12.9,0.03,1.85,2.3,5,0,-0.5,1.5,0.4,"$88,000,000",1.1%,"$95,500,000",1.4%,1.6%,EDM,73,0
Juraj,Slafkovsky,2025,Winger,MTL,1,Left,75,225,18,3,"$4,450,000",21,RFA,8,"$7,600,000",8,"$7,603,551",79,18,33,51,45,57,50,13.83,2.93,0.02,10.8,-3.8,0.5,0,-0.1,-0.3,"$88,000,000",5.1%,"$95,500,000",8.0%,8.0%,MTL,1,0
Maxim,Tsyplakov,2025,Winger,NYI,1,Left,75,190,25,1,"$1,950,000",26,RFA+ARB,2,"$2,250,000",2,"$2,495,007",77,10,25,35,39,51,52,13.17,1.5,0,4.4,3.1,-0.3,0,-0.8,-0.9,"$88,000,000",2.2%,"$95,500,000",2.4%,2.6%,NYI,250,1
Eric,Robinson,2025,Winger,CAR,1,Left,74,220,29,1,"$950,000",30,UFA,4,"$1,700,000",3,"$1,815,071",82,14,18,32,10,57,59,11.42,0.02,0.73,9.8,-0.8,0,0.9,1.2,-0.2,"$88,000,000",1.1%,"$95,500,000",1.8%,1.9%,CAR,250,1
John,Beecher,2025,Center,BOS,1,Left,75,220,21,3,"$925,000",24,RFA+ARB,1,"$900,000",2,"$1,128,597",78,3,8,11,26,40,43,9.6,0.07,1.48,0.8,1.3,0,-0.9,-0.6,0.4,"$88,000,000",1.1%,"$95,500,000",0.9%,1.2%,BOS,30,0
Drew,Helleson,2025,Defenseman,ANA,0,Right,75,207,20,3,"$925,000",23,RFA+ARB,2,"$1,100,000",2,"$1,016,590",56,4,9,13,47,52,43,14.98,0.02,0.97,3.3,-0.6,0,-0.2,-1.2,-0.5,"$88,000,000",1.1%,"$95,500,000",1.2%,1.1%,ANA,47,0
Dmitri,Voronkov,2025,Winger,CBJ,1,Left,77,234,22,2,"$925,000",24,RFA+ARB,2,"$4,175,000",2,"$4,268,502",73,23,24,47,55,62,51,14.28,1.98,0.03,10.9,-3.5,0.9,0,0.2,-1.6,"$88,000,000",1.1%,"$95,500,000",4.4%,4.5%,CBJ,114,0
Drew,O'Connor,2025,Winger,VAN,1,Left,76,209,25,2,"$925,000",27,UFA,2,"$2,500,000",2,"$2,264,726",84,10,15,25,34,39,52,12.57,0.18,1.4,-2.2,-3.3,0.4,-0.4,-0.1,0.8,"$88,000,000",1.1%,"$95,500,000",2.6%,2.4%,PIT/VAN,250,1
Marat,Khusnutdinov,2025,Center,MIN,1,Left,71,185,21,2,"$1,350,000",23,RFA+ARB,2,"$925,000",2,"$905,982",75,5,7,12,20,35,43,10.5,0.3,1.12,-4.6,1,-0.1,1,0.1,-1.5,"$88,000,000",1.5%,"$95,500,000",1.0%,0.9%,BOS/MIN,37,0
Brock,Faber,2025,Defenseman,MIN,0,Right,73,201,20,3,"$1,008,333",23,RFA,8,"$8,500,000",8,"$8,342,537",78,10,19,29,23,48,47,20.23,2.15,1.95,-5.4,-6,1.2,-2,2.2,-0.6,"$88,000,000",1.1%,"$95,500,000",8.9%,8.7%,MIN,45,0
Mason,Lohrei,2025,Defenseman,BOS,1,Left,77,218,22,2,"$1,050,000",24,RFA+ARB,2,"$3,200,000",2,"$3,174,026",77,5,28,33,16,41,47,16.42,2,0.32,2.8,-3,4.3,-0.3,1.3,0.4,"$88,000,000",1.2%,"$95,500,000",3.4%,3.3%,BOS,58,0
Luke,Hughes,2025,Defenseman,NJ,1,Left,74,198,19,3,"$1,850,000",22,RFA,7,"$9,000,000",7,"$8,597,547",71,7,37,44,16,47,53,18.4,1.57,0.38,-2.3,-2.9,2.9,-0.6,1.1,-0.5,"$88,000,000",2.1%,"$95,500,000",9.4%,9.0%,N.J,4,0
Matt,Coronato,2025,Winger,CGY,0,Right,70,183,20,3,"$1,491,667",23,RFA,7,"$6,500,000",6,"$6,222,050",77,24,23,47,25,53,53,14.45,2.32,0,5.6,1.2,2.5,0,0.8,0.2,"$88,000,000",1.7%,"$95,500,000",6.8%,6.5%,CGY,13,0
Mackie,Samoskevich,2025,Winger,FLA,0,Right,71,181,20,3,"$925,000",23,RFA,1,"$775,000",2,"$1,258,949",72,15,16,31,12,48,55,11.37,1.57,0.02,0.1,0.9,1.5,0,0.6,0.7,"$88,000,000",1.1%,"$95,500,000",0.8%,1.3%,FLA,24,0
Matthew,Knies,2025,Winger,TOR,1,Left,75,231,20,3,"$925,000",23,RFA,6,"$7,750,000",6,"$7,633,418",78,29,29,58,43,56,50,14.07,2.3,1.32,7,0.7,3.7,-1.9,0.5,0.6,"$88,000,000",1.1%,"$95,500,000",8.1%,8.0%,TOR,57,0
Tyler,Kleven,2025,Defenseman,OTT,1,Left,77,225,21,3,"$1,125,000",24,RFA,2,"$1,600,000",2,"$1,472,109",79,4,6,10,27,40,46,13.95,0.1,0.25,-5.2,4.2,-0.1,0.5,0.6,0.5,"$88,000,000",1.3%,"$95,500,000",1.7%,1.5%,OTT,44,0
Wyatt,Kaiser,2025,Defenseman,CHI,1,Left,72,190,20,3,"$1,208,333",23,RFA,2,"$1,700,000",2,"$1,566,202",57,4,4,8,14,49,47,16.27,0.05,1.55,-0.3,1.7,0,1,0.7,0.7,"$88,000,000",1.4%,"$95,500,000",1.8%,1.6%,CHI,81,0
Landon,Slaggert,2025,Winger,CHI,1,Left,72,181,21,2,"$1,350,000",23,RFA+ARB,2,"$900,000",2,"$917,651",33,2,4,6,23,35,42,11.53,0.02,0.73,-0.5,-2.3,0,-0.5,-1.1,-0.2,"$88,000,000",1.5%,"$95,500,000",0.9%,1.0%,CHI,79,0
Jacob,Bryson,2025,Defenseman,BUF,1,Left,69,176,26,1,"$900,000",27,UFA,1,"$900,000",1,"$853,072",48,0,7,7,10,41,46,13.17,0,0.92,-0.6,-0.5,0,-0.4,0.5,-0.1,"$88,000,000",1.0%,"$95,500,000",0.9%,0.9%,BUF,99,0
James,Van Riemsdyk,2025,Winger,CBJ,1,Left,75,209,35,1,"$900,000",36,UFA,1,"$1,750,000",1,"$1,640,936",71,16,20,36,23,50,49,11.32,0.8,0,8.1,-1.1,-0.1,0,1,-0.3,"$88,000,000",1.0%,"$95,500,000",1.8%,1.7%,CBJ,2,0
Emil,Heineman,2025,Winger,MTL,1,Left,74,194,20,3,"$925,000",23,RFA,2,"$1,100,000",2,"$1,118,627",62,10,8,18,20,43,49,10.32,1,0,1.5,4,-0.2,0,-0.2,-0.9,"$88,000,000",1.1%,"$95,500,000",1.2%,1.2%,MTL,43,0
Ryker,Evans,2025,Defenseman,SEA,1,Left,72,192,20,3,"$925,000",23,RFA,2,"$2,050,000",2,"$2,188,388",73,5,20,25,30,44,46,17.28,0.72,0.88,-2,5.4,-0.8,-0.3,-0.2,0.5,"$88,000,000",1.1%,"$95,500,000",2.1%,2.3%,SEA,35,0
Shakir,Mukhamadullin,2025,Defenseman,SJ,1,Left,76,179,19,3,"$1,294,167",22,RFA,1,"$1,000,000",1,"$1,100,102",30,2,7,9,8,39,47,15.92,0.58,1.18,-2.6,1.6,0.9,1.2,0.5,-0.2,"$88,000,000",1.5%,"$95,500,000",1.0%,1.2%,S.J,20,0
Mavrik,Bourque,2025,Center,DAL,0,Right,71,187,19,3,"$894,167",22,RFA,1,"$950,000",1,"$1,089,508",73,11,14,25,8,51,52,11.33,0.55,0.62,2.8,2.1,-0.3,0.5,1.1,0.6,"$88,000,000",1.0%,"$95,500,000",1.0%,1.1%,DAL,30,0
Mason,McTavish,2025,Center,ANA,1,Left,73,218,18,3,"$3,394,167",21,RFA,6,"$7,000,000",6,"$6,768,946",76,22,30,52,38,54,45,13.75,2.37,0.02,10.5,-4,1.1,0,-0.2,1.4,"$88,000,000",3.9%,"$95,500,000",7.3%,7.1%,ANA,3,0
Dylan,Guenther,2025,Winger,UTA,0,Right,73,192,18,3,"$1,744,167",21,RFA,8,"$7,142,875",8,"$7,198,125",70,27,33,60,26,56,53,12.83,3.22,0.18,5.4,-3,4,0.3,0.7,-0.2,"$88,000,000",2.0%,"$95,500,000",7.5%,7.5%,UTA,9,0
Wyatt,Johnston,2025,Center,DAL,0,Right,73,187,18,3,"$1,000,417",21,RFA,5,"$8,400,000",6,"$8,431,832",82,33,38,71,14,51,47,13.6,2.98,1.42,8.1,-0.7,4.4,1.5,1.9,-0.4,"$88,000,000",1.1%,"$95,500,000",8.8%,8.8%,DAL,23,0
Elmer,Soderblom,2025,Winger,DET,1,Left,80,251,20,3,"$925,000",23,RFA+ARB,2,"$1,125,000",2,"$1,047,479",26,4,7,11,6,55,49,12.75,0.35,0,3.8,-2.6,0.3,0,0.2,-0.1,"$88,000,000",1.1%,"$95,500,000",1.2%,1.1%,DET,159,0
Nicholas,Robertson,2025,Winger,TOR,1,Left,69,181,22,1,"$875,000",23,RFA+ARB,1,"$1,825,000",1,"$1,752,924",69,15,7,22,16,50,49,10.8,1,0.05,1.6,2,-1.6,0,0.2,0.4,"$88,000,000",1.0%,"$95,500,000",1.9%,1.8%,TOR,53,0
Alex,Laferriere,2025,Winger,LA,0,Right,73,205,21,3,"$875,000",24,RFA,3,"$4,100,000",2,"$3,845,317",77,19,23,42,20,64,55,14.25,1.62,0.08,8.3,1.7,-1.3,0.1,1.1,-0.3,"$88,000,000",1.0%,"$95,500,000",4.3%,4.0%,L.A,83,0
Max,Sasson,2025,Center,VAN,1,Left,73,181,22,2,"$950,000",24,RFA+ARB,1,"$775,000",1,"$761,330",29,3,4,7,0,52,45,10.15,0.02,0,0.8,0.3,0,0,0.6,0,"$88,000,000",1.1%,"$95,500,000",0.8%,0.8%,VAN,250,1
Jayden,Struble,2025,Defenseman,MTL,1,Left,72,194,21,2,"$925,000",23,RFA+ARB,2,"$1,412,500",2,"$1,285,017",56,2,11,13,52,50,52,14.15,0.03,0.45,2,5.6,0,-1,-1,-0.1,"$88,000,000",1.1%,"$95,500,000",1.5%,1.3%,MTL,46,0
Maxwell,Crozier,2025,Defenseman,TB,0,Right,75,205,22,2,"$925,000",24,RFA+ARB,3,"$775,000",2,"$947,031",5,0,0,0,0,50,52,16.6,0,0.08,-0.4,0.6,0,0,0.2,-0.1,"$88,000,000",1.1%,"$95,500,000",0.8%,1.0%,T.B,120,0
Jack,Quinn,2025,Winger,BUF,0,Right,73,185,19,3,"$1,713,334",22,RFA,2,"$3,375,000",2,"$3,364,807",74,15,24,39,18,45,47,12.1,2.1,0.08,0.9,-1.1,1.7,-0.1,0.6,0.1,"$88,000,000",1.9%,"$95,500,000",3.5%,3.5%,BUF,8,0
Marco,Rossi,2025,Center,MIN,1,Left,69,192,19,3,"$1,713,334",22,RFA,3,"$5,000,000",4,"$5,372,510",82,24,36,60,26,56,50,15.15,2.3,0.03,9.9,1.6,1.1,-0.1,0.5,1,"$88,000,000",1.9%,"$95,500,000",5.2%,5.6%,MIN,9,0
Kaiden,Guhle,2025,Defenseman,MTL,1,Left,74,205,18,3,"$1,283,334",21,RFA,6,"$5,550,000",6,"$5,362,726",55,6,12,18,47,47,46,18.42,0.1,2,1.7,-0.5,0.1,3.4,0.4,0.2,"$88,000,000",1.5%,"$95,500,000",5.8%,5.6%,MTL,16,0
Hendrix,Lapierre,2025,Center,WSH,1,Left,72,185,18,3,"$1,105,834",21,RFA,1,"$850,000",1,"$760,201",27,0,8,8,4,38,50,9.05,0.65,0,-1.3,-2.8,-0.7,0,0.4,0.2,"$88,000,000",1.3%,"$95,500,000",0.9%,0.8%,WSH,22,0
Tyson,Foerster,2025,Winger,PHI,0,Right,74,214,18,3,"$863,334",21,RFA,2,"$3,750,000",2,"$3,752,681",81,25,18,43,49,50,47,13.42,1.82,0.9,3.6,2,-2.6,0.7,-0.4,0.4,"$88,000,000",1.0%,"$95,500,000",3.9%,3.9%,PHI,23,0
